ACTIVITY PATTERNS,
type,data-set,entityid,activityclass,type,category,claimlosstype,code,subject,description,mandatory,priority,importance,recurring,targetdays,targetincludedays,targetstartpoint,targetbuscaltag,escalationdays,escalationincldays,escalationstartpt,escalationbuscaltag,closedclaimavlble,automatedonly,command,externallyowned
ActivityPattern,0,default_data:10001,task,general,reminder,,general_reminder,General reminder (diary),,false,normal,notOnCalendar,false,,,,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:10002,task,general,reminder,,coverage,Verify coverage,,true,high,notOnCalendar,false,2,businessdays,claimnotice,companyholidays,10,businessdays,claimnotice,companyholidays,false,false,,false
ActivityPattern,0,default_data:10032,task,general,reminder,,coverage_question,Review coverage in question,,true,high,notOnCalendar,false,2,businessdays,claimnotice,companyholidays,10,businessdays,claimnotice,companyholidays,false,false,,false
ActivityPattern,0,default_data:10003,task,general,interview,,contact_insured,Make initial contact with insured,,false,urgent,notOnCalendar,false,1,businessdays,claimnotice,companyholidays,5,businessdays,claimnotice,companyholidays,false,false,,false
ActivityPattern,0,default_data:10004,task,general,interview,,contact_claimant,Make initial contact with claimant,,false,urgent,notOnCalendar,false,2,businessdays,claimnotice,companyholidays,5,businessdays,claimnotice,companyholidays,false,false,,false
ActivityPattern,0,default_data:10005,task,general,request,,police_report,Get police report,,false,normal,notOnCalendar,false,10,businessdays,claimnotice,companyholidays,,,,companyholidays,false,false,,true
ActivityPattern,0,default_data:10006,task,general,request,,vehicle_inspection,Get vehicle inspected,,false,normal,notOnCalendar,false,5,businessdays,activitycreation,companyholidays,15,businessdays,activitycreation,companyholidays,false,false,,true
ActivityPattern,0,default_data:10007,task,general,request,,property_inspection,Get property inspected,,false,normal,notOnCalendar,false,5,businessdays,activitycreation,companyholidays,15,businessdays,activitycreation,companyholidays,false,false,,true
ActivityPattern,0,default_data:10008,task,general,request,,scene_inspection,Get accident scene inspected,,false,normal,notOnCalendar,false,5,businessdays,claimnotice,companyholidays,,,,companyholidays,false,false,,true
ActivityPattern,0,default_data:10009,task,general,interview,,witness_statement,Get a statement from witness,,false,normal,notOnCalendar,false,3,businessdays,claimnotice,companyholidays,,,,companyholidays,false,false,,true
ActivityPattern,0,default_data:10010,task,general,request,,medical_report_claimant,Get claimant medical reports,,false,normal,notOnCalendar,false,10,businessdays,activitycreation,companyholidays,,,,companyholidays,false,false,,true
ActivityPattern,0,default_data:10011,task,general,request,,IME,Get independent medical examination,,false,normal,notOnCalendar,false,10,businessdays,activitycreation,companyholidays,,,,companyholidays,false,false,,true
ActivityPattern,0,default_data:10012,task,general,reminder,,initial_30day_review,Initial 30 day file review,,false,normal,notOnCalendar,false,30,elapsed,activitycreation,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:10013,task,general,reminder,,30_day_diary,30 day diary,,false,normal,notOnCalendar,true,30,elapsed,activitycreation,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:10014,task,general,reminder,,60_day_diary,60 day diary,,false,normal,notOnCalendar,true,60,elapsed,activitycreation,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:10015,task,general,reminder,,90_day_diary,90 day diary,,false,normal,notOnCalendar,true,90,elapsed,activitycreation,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:10016,task,general,reminder,,closed_file_review,Closed File Review,,true,low,notOnCalendar,false,30,elapsed,activitycreation,companyholidays,,,,companyholidays,true,false,,false
ActivityPattern,0,default_data:10017,task,general,reminder,,employee_review,Performance Review,,true,low,notOnCalendar,false,30,elapsed,activitycreation,companyholidays,,,,companyholidays,true,false,,false
ActivityPattern,0,default_data:10018,task,general,reminder,,fnol_review,Review new claim setup,,true,urgent,notOnCalendar,false,0,elapsed,activitycreation,companyholidays,2,elapsed,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:10019,task,general,reminder,WC,claim_acceptance,Determine compensability,Determine whether claim should be accepted or denied or delayed,true,high,high,false,5,businessdays,claimnotice,companyholidays,7,businessdays,claimnotice,companyholidays,false,true,,false
ActivityPattern,0,default_data:10020,task,general,reminder,,notify_reinsurer,Notify reinsurer,,false,normal,notOnCalendar,false,5,businessdays,claimnotice,companyholidays,5,businessdays,claimnotice,companyholidays,true,false,,false
ActivityPattern,0,default_data:10021,task,general,request,,fraud_review,SIU referral,Review for possible fraud,false,high,notOnCalendar,false,3,elapsed,activitycreation,companyholidays,5,businessdays,activitycreation,companyholidays,false,false,,true
ActivityPattern,0,default_data:10022,task,general,request,,legal_review,Legal review,Referral to Legal Counsel,false,high,notOnCalendar,false,3,elapsed,activitycreation,companyholidays,5,businessdays,activitycreation,companyholidays,true,false,,true
ActivityPattern,0,default_data:10023,task,general,reminder,WC,health_statement,Get a statement from Health and Safety Dept,,false,urgent,notOnCalendar,false,2,businessdays,claimnotice,companyholidays,5,businessdays,claimnotice,companyholidays,false,false,,false
ActivityPattern,0,default_data:10024,task,general,request,,quote,Get quote for repairs/replacement,,false,normal,notOnCalendar,false,5,businessdays,activitycreation,companyholidays,15,businessdays,activitycreation,companyholidays,false,false,,true
ActivityPattern,0,default_data:10025,task,general,reminder,WC,settlement_offer,Make settlement offer,Offer in lieu of repairs/replacement,false,normal,notOnCalendar,false,5,businessdays,activitycreation,companyholidays,15,businessdays,activitycreation,companyholidays,false,false,,false
ActivityPattern,0,default_data:10026,task,general,reminder,,review_quote,Review and approve quote for repairs/replacement,,false,normal,notOnCalendar,false,5,businessdays,activitycreation,companyholidays,15,businessdays,activitycreation,companyholidays,false,false,,true
ActivityPattern,0,default_data:10027,task,general,reminder,WC,decision_date,Decision Date Review,Determine final decision on claim acceptance,true,normal,notOnCalendar,false,20,elapsed,lossdate,companyholidays,25,elapsed,lossdate,companyholidays,false,false,,false
ActivityPattern,0,default_data:10028,task,general,reminder,,last_payment_reminder,Recurring payment stream ending,"Recurring payment stream is about to end. If necessary, add additional payments. See Financials Transaction screen for details.",false,normal,notOnCalendar,false,7,elapsed,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:10029,task,general,request,,damaged_items,Get list of damaged items,Get list of damaged items from Insured,false,normal,medium,false,2,businessdays,activitycreation,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:10030,task,general,request,,living_expenses,Additional living expenses required,Contact Insured about additional Living Expenses,false,normal,medium,false,7,businessdays,activitycreation,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:10033,task,general,request,WC,class_code_review,Contact Underwriter regarding incorrect class code,Contact Underwriter regarding incorrect class code for policy location,false,normal,medium,false,3,businessdays,activitycreation,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:11001,task,general,correspondence,WC,first_report,File Employer's First Notice,,true,high,notOnCalendar,false,2,businessdays,claimnotice,companyholidays,10,businessdays,claimnotice,companyholidays,false,false,,false
ActivityPattern,0,default_data:11002,task,general,request,WC,employee_notice,Get Employee's Notice of Injury,,true,high,notOnCalendar,false,2,businessdays,claimnotice,companyholidays,10,businessdays,claimnotice,companyholidays,false,false,,true
ActivityPattern,0,default_data:11003,task,general,request,WC,wage_stmt,Get wage statement and tax status,,true,high,notOnCalendar,false,5,businessdays,claimnotice,companyholidays,10,businessdays,claimnotice,companyholidays,false,false,,true
ActivityPattern,0,default_data:11004,task,general,reminder,,subro_check,Determine if opportunity for recovery,,false,normal,notOnCalendar,false,15,businessdays,activitycreation,companyholidays,,,,companyholidays,true,false,,false
ActivityPattern,0,default_data:11005,task,general,reminder,,rehab_nurse,Assign nurse to case,,false,normal,notOnCalendar,false,5,businessdays,activitycreation,companyholidays,,,,companyholidays,false,false,,true
ActivityPattern,0,default_data:11006,task,general,reminder,WC,notice_cost_above_threshold,Notify account - expected cost above threshold,,true,normal,notOnCalendar,false,3,businessdays,activitycreation,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:11007,task,general,reminder,WC,med_clear_for_light_duty,Check on medical clearance for light duty work,,false,normal,notOnCalendar,false,3,businessdays,activitycreation,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:11008,task,general,request,WC,vol_agreement,Get signed Voluntary Agreement,,true,normal,notOnCalendar,false,10,businessdays,activitycreation,companyholidays,20,businessdays,activitycreation,companyholidays,false,false,,true
ActivityPattern,0,default_data:11009,task,general,request,,initial_med_report,Get initial medical report,,true,normal,notOnCalendar,false,5,businessdays,claimnotice,companyholidays,,,,companyholidays,false,false,,true
ActivityPattern,0,default_data:11010,task,general,reminder,WC,employer_light_duty,Check with employer about temp light duty work,,false,normal,notOnCalendar,false,3,businessdays,activitycreation,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:11011,task,general,interview,WC,nurse_visit,Visit claimant and assess back-to-work status,,true,normal,notOnCalendar,false,10,businessdays,activitycreation,companyholidays,20,businessdays,activitycreation,companyholidays,false,false,,true
ActivityPattern,0,default_data:12001,task,approvaldenied,approvaldenied,,approval_denied,Review rejected request,,false,normal,notOnCalendar,false,3,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:12002,task,general,warning,,unable_to_void_check,Unable to void the check,The system was unable to void the check because the check cleared,false,normal,notOnCalendar,false,,,,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:12003,task,general,warning,,unable_to_stop_check,Unable to issue a stop payment,The system was unable to issue a stop payment because the check cleared,false,normal,notOnCalendar,false,,,,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:12004,task,general,warning,,bulkinvitem_validation_failed,Validation and processing of Bulk Invoice Items failed,The system was unable to complete validation of the Bulk Invoice's line-items and create the associated checks,false,urgent,notOnCalendar,false,,,,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:12005,task,general,warning,,unable_to_void_bulkinvoice,Unable to void the bulk check,The system was unable to void the bulk check,false,normal,notOnCalendar,false,,,,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:12006,task,general,warning,,unable_to_stop_bulkinvoice,Unable to issue a stop payment on bulk check,The system was unable to issue a stop payment on bulk check because the check cleared,false,normal,notOnCalendar,false,,,,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:13001,task,assignmentreview,assignmentreview,,assignment_review,Review Assignment,,true,normal,notOnCalendar,false,3,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:40001,task,approval,approval,,plan_review,Review and approve settlement plan,,true,normal,notOnCalendar,false,3,businessdays,activitycreation,companyholidays,10,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:40002,task,approval,approval,,approve_reserve_change,Review and approve reserve change,,true,high,notOnCalendar,false,0,businessdays,activitycreation,companyholidays,2,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:40003,task,approval,approval,,approve_payment,Review and approve new payment,,true,urgent,notOnCalendar,false,0,businessdays,activitycreation,companyholidays,2,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:40004,task,approval,approval,,approve_recovery,Review and approve new recovery,,true,high,notOnCalendar,false,0,businessdays,activitycreation,companyholidays,2,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:40005,task,approval,approval,,approve_recoveryreserve_change,Review and approve new recovery reserve change,,true,high,notOnCalendar,false,0,businessdays,activitycreation,companyholidays,2,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:40006,task,approval,approval,,approve_bulkinvoice,Review and approve bulk invoice,,true,urgent,notOnCalendar,false,0,businessdays,activitycreation,companyholidays,2,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:50001,task,general,correspondence,,res_of_rights_letter,Send reservation of rights letter,,true,high,notOnCalendar,false,2,businessdays,activitycreation,companyholidays,27,elapsed,claimnotice,companyholidays,false,false,"documentMerge.create( ""ReservationRights.doc"" )",false
ActivityPattern,0,default_data:50002,task,general,correspondence,,claim_ack_letter,Send claim acknowledgement letter,,true,high,notOnCalendar,false,2,businessdays,activitycreation,companyholidays,27,elapsed,claimnotice,companyholidays,false,false,,false
ActivityPattern,0,default_data:50003,task,general,correspondence,,expo_close_letter,Send letter confirming closure of exposure,,true,high,notOnCalendar,false,1,businessdays,activitycreation,companyholidays,5,businessdays,activitycreation,companyholidays,true,false,,false
ActivityPattern,0,default_data:80001,task,general,newmail,,new_mail,Review new mail,,true,normal,notOnCalendar,false,3,businessdays,activitycreation,companyholidays,,,,companyholidays,true,false,,false
ActivityPattern,0,default_data:80002,task,general,newmail,,new_bill,Review new bill received,,true,normal,notOnCalendar,false,3,businessdays,activitycreation,companyholidays,,,,companyholidays,true,false,,false
ActivityPattern,0,default_data:90001,event,litigation,litigation,,trial_date,Trial Date,Trial Date,true,urgent,top,false,,,,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90002,event,litigation,litigation,,mediation_date,Mediation Date,Mediation Date,true,urgent,top,false,,,,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:70001,task,general,iso,,iso_matches,ISO matches found,"ISO returned matches, possible duplicate claims",false,high,notOnCalendar,false,3,businessdays,activitycreation,companyholidays,,,,companyholidays,true,true,,false
ActivityPattern,0,default_data:70002,task,general,response,,metropolitan_request_failed,Metropolitan Report Request Failed,"Insert user-friendly error information. For insufficient data errors, list the data required (display name of field and entity the field is on) and tell the user to provide this data and then resubmit the report request.",false,high,medium,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,true,true,,false
ActivityPattern,0,default_data:70003,task,general,response,,metropolitan_report_unavailable,No Metropolitan Report Available,Metropolitan could not fill your report request. No report is available,false,normal,notOnCalendar,false,,,,companyholidays,,,,companyholidays,true,true,,false
ActivityPattern,0,default_data:70004,task,general,response,,metropolitan_report_available,Metropolitan Report Available,The Metropolitan report you requested is now available. The report has been attached to the claim file,false,normal,notOnCalendar,false,,,,companyholidays,,,,companyholidays,true,true,,false
ActivityPattern,0,default_data:70005,task,general,response,,metropolitan_report_held,Metropolitan Report Held,The order is awaiting additional information from the customer before it can be processed.,false,normal,medium,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,true,true,,false
ActivityPattern,0,default_data:70006,task,general,response,,metropolitan_report_deferred,Metropolitan Report Deferred,It will take some additional time to process the reqeust.,false,normal,notOnCalendar,false,,,,companyholidays,,,,companyholidays,true,true,,false
ActivityPattern,0,default_data:70007,task,general,response,,metropolitan_report_inquiry_failed,Metropolitan Report Inquiry Failed,A Metropolitan report inquiry failed. The inquiry will be retried automatically,false,high,medium,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,true,true,,false
ActivityPattern,0,default_data:20001,task,general,request,,SI_review,Special Investigation Claim Review,Claim requires special investigation review by a supervisor,false,urgent,top,false,2,businessdays,activitycreation,companyholidays,3,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:20002,task,general,request,,SIU_escalation,Special Investigation Claim Escalation,Claim has been escalated to the SIU team for investigation,false,urgent,top,false,2,businessdays,activitycreation,companyholidays,3,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:20030,task,general,request,,appraisal_independent,Independent appraisal,Request independent appraisal,false,normal,high,false,2,businessdays,activitycreation,companyholidays,4,businessdays,activitycreation,companyholidays,false,false,,false
ActivityPattern,0,default_data:20061,task,general,request,,create_recovery_email_bill1,Create Recovery email bill1,"If the Workers' Comp claim is open and the deductible is unpaid, create a recovery task and email the billing department",false,normal,high,false,2,businessdays,activitycreation,companyholidays,3,businessdays,activitycreation,companyholidays,false,false,,false
ActivityPattern,0,default_data:20062,task,general,request,,create_recovery_email_bill2,Create Recovery email bill2,"If the Workers' Comp claim is closed and the deductible is unpaid, create a recovery task and email the billing department",false,normal,high,false,2,businessdays,activitycreation,companyholidays,3,businessdays,activitycreation,companyholidays,false,false,,false
ActivityPattern,0,default_data:20063,task,general,request,,salvage_vehicle,Salvage Vehicle,Salvage Vehicle,false,normal,medium,false,3,businessdays,lossdate,companyholidays,4,businessdays,lossdate,companyholidays,false,false,,false
ActivityPattern,0,default_data:20064,task,general,request,,recover_vehicle,Recover Vehicle,Recover Vehicle,false,normal,medium,false,2,businessdays,lossdate,companyholidays,3,businessdays,lossdate,companyholidays,false,false,,false
ActivityPattern,0,default_data:20065,event,general,reminder,,restore,Retrieve Claim Completed,Claim has been successfully retrieved from archive,false,normal,notOnCalendar,false,,,,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:20066,task,general,reminder,,catastrophe_review,Review for Catastrophe,Claim Catastrophe Related Changes,false,normal,high,false,2,businessdays,activitycreation,companyholidays,3,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:20011,task,general,request,,check_denied,Check Denied,Check Has Been Denied,false,normal,medium,false,,,,companyholidays,,,,companyholidays,true,true,,false
ActivityPattern,0,default_data:20012,task,general,request,,recovery_denied,Recovery Denied,Recovery Has Been Denied,false,normal,medium,false,,,,companyholidays,,,,companyholidays,true,true,,false
ActivityPattern,0,default_data:90003,event,litigation,litigation,,arbitration_date,Arbitration Date,Arbitration Date,true,urgent,top,false,,,,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90004,event,litigation,litigation,,hearing_date,Hearing Date,Hearing Date,true,urgent,top,false,,,,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:11012,task,general,reminder,,claim_reinsurance_review,Review Claim for Reinsurance,"Determine whether claim should be reinsured and if so, notify the reinsurer",true,high,high,false,15,businessdays,activitycreation,companyholidays,,,,companyholidays,true,false,,false
ActivityPattern,0,default_data:10031,task,general,reminder,,recovery_opportunity,Verify coverage & determine if opportunity for recovery,This claim's coverage is in question. Please determine if there is an opportunity for recovery ,true,normal,notOnCalendar,false,2,businessdays,claimnotice,companyholidays,10,businessdays,claimnotice,companyholidays,false,false,,false
ActivityPattern,0,default_data:30001,task,general,handlinginstructions,,account_strategy,Produce claim strategy narrative,Produce claim strategy narrative,true,high,high,true,90,businessdays,activitycreation,companyholidays,95,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:30002,task,general,handlinginstructions,,account_instructions,Review all Special Handling instructions,Review all Special Handling instructions,true,high,high,false,3,businessdays,activitycreation,companyholidays,4,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:30003,task,general,handlinginstructions,,account_denial,Review denial decision with Account Manager,Review denial decision with Account Manager,true,high,high,false,3,businessdays,activitycreation,companyholidays,4,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:30004,task,general,handlinginstructions,,account_matter,Review matter-related Special Handling instructions,Review matter-related Special Handling instructions,true,high,high,false,3,businessdays,activitycreation,companyholidays,4,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:30005,task,general,handlinginstructions,,account_negotiation,Review negotiation strategy with Account,Review negotiation strategy with Account,true,high,high,false,3,businessdays,activitycreation,companyholidays,4,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:30006,task,general,handlinginstructions,,account_fatality,Consult Account regarding fatality,Consult Account regarding fatality,true,high,high,false,3,businessdays,activitycreation,companyholidays,4,businessdays,activitycreation,companyholidays,false,true,,false
ActivityPattern,0,default_data:90005,task,general,reminder,,reinsurance_review,Review Reinsurance Recoverable and Ceded Reserves,Review Reinsurance Recoverable and Ceded Reserves,true,high,high,false,15,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90006,task,general,reminder,,reinsurance_needs_synchronization,Reinsurance Coverage Retrieval Failed,Reinsurance Coverage Retrieval Failed and Needs to be Synchronized With Source System,true,high,high,false,15,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90101,task,general,servicerequestnotification,,vendor_added_quote,Review vendor quote,"Vendor added a quote, which should be reviewed",false,normal,medium,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90103,task,general,servicerequestnotification,,vendor_completed_work,Vendor completed work,"Vendor completed work, notify claimant",false,normal,medium,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90104,task,general,servicerequestnotification,,vendor_declined_work,Vendor declined work- instruct new vendor,Vendor declined work- instruct new vendor,false,high,high,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90105,task,general,servicerequestnotification,,vendor_canceled_work,Vendor canceled work- instruct new vendor,Vendor canceled work- instruct new vendor,false,high,high,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90106,task,general,servicerequestnotification,,vendor_sent_question_message,Vendor asked question,Vendor asked question,false,high,notOnCalendar,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90107,task,general,servicerequestnotification,,vendor_added_delay,Vendor work delayed,Vendor work delayed - follow up with vendor,false,high,notOnCalendar,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90108,task,general,warning,,vendor_did_not_accept_work,Follow up with vendor - work not accepted in timely manner,Follow up with vendor - work not accepted in timely manner,false,high,high,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90109,task,general,warning,,vendor_past_expected_quote_completion_date,Follow up with vendor - past expected quote completion date,Follow up with vendor - past expected quote completion date,false,high,high,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90110,task,general,warning,,vendor_past_expected_service_completion_date,Follow up with vendor - past expected service completion date,Follow up with vendor - past expected service completion date,false,high,high,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:12007,task,general,approvaldenied,,pending_update_rejected,Pending update rejected,,false,normal,notOnCalendar,false,3,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:12008,task,general,approvaldenied,,pending_create_rejected,Pending create rejected,,false,normal,notOnCalendar,false,3,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90111,task,general,servicerequestnotification,,invoice_not_auto_approved,Invoice not auto-approved,This Service has invoices that need manual approval.,false,normal,medium,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,true,true,,false
ActivityPattern,0,default_data:100000,task,general,reminder,,three_point_contact_employer,3-point contact - Employer,3-point contact - Employer,false,urgent,medium,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:100001,task,general,reminder,,three_point_contact_employee,3-point contact - Employee,3-point contact - Employee,false,urgent,medium,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:100002,task,general,reminder,,three_point_contact_medical_provider,3-point contact - Medical Provider,3-point contact - Medical Provider,false,urgent,medium,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,false,true,,false
ActivityPattern,0,default_data:90112,task,general,servicerequestnotification,,invoice_not_auto_paid,Invoice not auto-paid,This Service has invoices that need manual payment,false,normal,medium,false,1,businessdays,activitycreation,companyholidays,,,,companyholidays,true,true,,false
ActivityPattern,0,default_data:90113,task,general,warning,,unable_to_close_claim_or_exposure,Unable to close the claim or the exposure,The system was unable to close the claim or the exposure,false,normal,notOnCalendar,false,,,,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:90117,task,general,reminder,,subro_statute_limitation_deadline,Subrogation statute deadline approaching,Review actions required before subrogation statute deadline,false,normal,notOnCalendar,false,,,,companyholidays,,,,companyholidays,false,false,,false
ActivityPattern,0,default_data:90114,task,general,reminder,,subro_responsible_party_added,Put third party on notice of Subrogation Interest,Put third party on notice of Subrogation Interest,false,normal,notOnCalendar,false,5,businessdays,activitycreation,companyholidays,,,,companyholidays,true,false,,false
ActivityPattern,0,default_data:90115,task,general,reminder,,subro_claim_reopened,Review claim for subrogation. Claim has been reopened.,Review claim for subrogation. Claim has been reopened.,false,normal,notOnCalendar,false,5,businessdays,activitycreation,companyholidays,,,,companyholidays,true,false,,false
ActivityPattern,0,default_data:90116,task,general,reminder,,subro_supplemental_payment,Review subrogation recovery financials. A supplemental payment was created.,Review subrogation recovery financials. A supplemental payment was created.,false,normal,notOnCalendar,false,5,businessdays,activitycreation,companyholidays,,,,companyholidays,true,false,,false
ActivityPattern,0,default_data:90118,task,general,warning,,ecf_activity,ECF message has been received.,ECF message has been received.,false,high,notOnCalendar,false,1,businessdays,activitycreation,CompanyHolidays,3,businessdays,activitycreation,companyholidays,false,false,,false
ActivityPattern,0,default_data:90119,task,general,warning,,ecf_coi_activity,A Conflict of Interest has been identified on this Claim.,A Conflict of Interest has been identified on this Claim.,false,high,notOnCalendar,false,1,businessdays,activitycreation,CompanyHolidays,3,businessdays,activitycreation,companyholidays,false,false,,false
ActivityPattern,0,default_data:90120,task,general,warning,,ecf_catastrophe_activity,A new catastrophe has to be created.,A new catastrophe has to be created.,false,high,notOnCalendar,false,1,businessdays,activitycreation,CompanyHolidays,3,businessdays,activitycreation,companyholidays,false,false,,false
ActivityPattern,0,default_data:90121,task,approval,approval,,approve_ecf_transaction,Review and approve ECF Transaction,,true,high,notOnCalendar,false,0,businessdays,activitycreation,companyholidays,2,businessdays,activitycreation,companyholidays,false,true,,false