type,data-set,entityid,permission,role
RolePrivilege,0,default_data:2,abview,adjuster
RolePrivilege,0,default_data:3,abviewsearch,adjuster
RolePrivilege,0,default_data:4,actcreate,adjuster
RolePrivilege,0,default_data:5,actcreateclsd,adjuster
RolePrivilege,0,default_data:6,actown,adjuster
RolePrivilege,0,default_data:7,actqueuenext,adjuster
RolePrivilege,0,default_data:8,actraown,adjuster
RolePrivilege,0,default_data:9,actraunown,adjuster
RolePrivilege,0,default_data:10,actview,adjuster
RolePrivilege,0,default_data:12,anytagview,adjuster
RolePrivilege,0,default_data:13,assocmanage,adjuster
RolePrivilege,0,default_data:14,assocview,adjuster
RolePrivilege,0,default_data:15,bulkinvcreate,adjuster
RolePrivilege,0,default_data:16,bulkinvdelete,adjuster
RolePrivilege,0,default_data:17,bulkinvedit,adjuster
RolePrivilege,0,default_data:18,bulkinvview,adjuster
RolePrivilege,0,default_data:19,checktransfer,adjuster
RolePrivilege,0,default_data:20,claimclose,adjuster
RolePrivilege,0,default_data:21,claimcreate,adjuster
RolePrivilege,0,default_data:22,claimedit,adjuster
RolePrivilege,0,default_data:23,claimintegadmin,adjuster
RolePrivilege,0,default_data:24,claimown,adjuster
RolePrivilege,0,default_data:25,claimprint,adjuster
RolePrivilege,0,default_data:26,claimprtsmanage,adjuster
RolePrivilege,0,default_data:27,claimraown,adjuster
RolePrivilege,0,default_data:28,claimraunown,adjuster
RolePrivilege,0,default_data:29,claimreopen,adjuster
RolePrivilege,0,default_data:30,claimselectplcy,adjuster
RolePrivilege,0,default_data:31,claimusermanage,adjuster
RolePrivilege,0,default_data:32,claimvalidate,adjuster
RolePrivilege,0,default_data:33,claimview,adjuster
RolePrivilege,0,default_data:34,claimviewpay,adjuster
RolePrivilege,0,default_data:35,claimviewrec,adjuster
RolePrivilege,0,default_data:36,claimviewrecres,adjuster
RolePrivilege,0,default_data:37,claimviewres,adjuster
RolePrivilege,0,default_data:38,ctccreate,adjuster
RolePrivilege,0,default_data:39,ctcedit,adjuster
RolePrivilege,0,default_data:40,ctcview,adjuster
RolePrivilege,0,default_data:41,doccreate,adjuster
RolePrivilege,0,default_data:42,doccreateclsd,adjuster
RolePrivilege,0,default_data:43,docedit,adjuster
RolePrivilege,0,default_data:44,docview,adjuster
RolePrivilege,0,default_data:45,editSensMCMdetails,adjuster
RolePrivilege,0,default_data:46,editsubrodetails,adjuster
RolePrivilege,0,default_data:47,evalcreate,adjuster
RolePrivilege,0,default_data:48,evaledit,adjuster
RolePrivilege,0,default_data:49,evalview,adjuster
RolePrivilege,0,default_data:50,expclose,adjuster
RolePrivilege,0,default_data:51,expcreate,adjuster
RolePrivilege,0,default_data:52,expedit,adjuster
RolePrivilege,0,default_data:53,expown,adjuster
RolePrivilege,0,default_data:54,expraown,adjuster
RolePrivilege,0,default_data:55,expraunown,adjuster
RolePrivilege,0,default_data:56,expreopen,adjuster
RolePrivilege,0,default_data:57,expvalidate,adjuster
RolePrivilege,0,default_data:58,expview,adjuster
RolePrivilege,0,default_data:59,lvprint,adjuster
RolePrivilege,0,default_data:60,manpaycreate,adjuster
RolePrivilege,0,default_data:61,manpaydelete,adjuster
RolePrivilege,0,default_data:62,manpayedit,adjuster
RolePrivilege,0,default_data:63,mttrclose,adjuster
RolePrivilege,0,default_data:64,mttrcreate,adjuster
RolePrivilege,0,default_data:65,mttredit,adjuster
RolePrivilege,0,default_data:66,mttrown,adjuster
RolePrivilege,0,default_data:67,mttrraown,adjuster
RolePrivilege,0,default_data:68,mttrraunown,adjuster
RolePrivilege,0,default_data:69,mttrreopen,adjuster
RolePrivilege,0,default_data:70,mttrview,adjuster
RolePrivilege,0,default_data:71,ngtncreate,adjuster
RolePrivilege,0,default_data:72,ngtnedit,adjuster
RolePrivilege,0,default_data:73,ngtnview,adjuster
RolePrivilege,0,default_data:74,notecreate,adjuster
RolePrivilege,0,default_data:75,notecreateclsd,adjuster
RolePrivilege,0,default_data:76,noteedit,adjuster
RolePrivilege,0,default_data:77,noteview,adjuster
RolePrivilege,0,default_data:78,noteviewconf,adjuster
RolePrivilege,0,default_data:79,paycreate,adjuster
RolePrivilege,0,default_data:80,paydelete,adjuster
RolePrivilege,0,default_data:81,payedit,adjuster
RolePrivilege,0,default_data:82,payrecode,adjuster
RolePrivilege,0,default_data:83,paystop,adjuster
RolePrivilege,0,default_data:84,payvoid,adjuster
RolePrivilege,0,default_data:85,plcyedit,adjuster
RolePrivilege,0,default_data:86,plcymakeeditable,adjuster
RolePrivilege,0,default_data:87,plcyview,adjuster
RolePrivilege,0,default_data:88,reccreate,adjuster
RolePrivilege,0,default_data:89,recdelete,adjuster
RolePrivilege,0,default_data:90,recedit,adjuster
RolePrivilege,0,default_data:91,recrescreate,adjuster
RolePrivilege,0,default_data:92,recresdelete,adjuster
RolePrivilege,0,default_data:93,recresedit,adjuster
RolePrivilege,0,default_data:94,recvoid,adjuster
RolePrivilege,0,default_data:95,rescreate,adjuster
RolePrivilege,0,default_data:96,resdelete,adjuster
RolePrivilege,0,default_data:97,resedit,adjuster
RolePrivilege,0,default_data:98,reviewcreate,adjuster
RolePrivilege,0,default_data:99,reviewdeleteincomplete,adjuster
RolePrivilege,0,default_data:100,reviewedit,adjuster
RolePrivilege,0,default_data:101,reviewviewdetail,adjuster
RolePrivilege,0,default_data:102,reviewviewlist,adjuster
RolePrivilege,0,default_data:103,sendemail,adjuster
RolePrivilege,0,default_data:104,usereditlang,adjuster
RolePrivilege,0,default_data:105,userviewall,adjuster
RolePrivilege,0,default_data:106,viewactcal,adjuster
RolePrivilege,0,default_data:107,viewassociations,adjuster
RolePrivilege,0,default_data:108,viewclaimbasics,adjuster
RolePrivilege,0,default_data:109,viewclaimevals,adjuster
RolePrivilege,0,default_data:110,viewclaimhistory,adjuster
RolePrivilege,0,default_data:111,viewclaimngtns,adjuster
RolePrivilege,0,default_data:112,viewclaimnotes,adjuster
RolePrivilege,0,default_data:113,viewclaimparties,adjuster
RolePrivilege,0,default_data:114,viewclaimsummary,adjuster
RolePrivilege,0,default_data:115,viewclaimsync,adjuster
RolePrivilege,0,default_data:116,viewdesktop,adjuster
RolePrivilege,0,default_data:117,viewdocs,adjuster
RolePrivilege,0,default_data:118,viewexposures,adjuster
RolePrivilege,0,default_data:119,viewfinsum,adjuster
RolePrivilege,0,default_data:120,viewmatters,adjuster
RolePrivilege,0,default_data:121,viewmednote,adjuster
RolePrivilege,0,default_data:122,viewpolicy,adjuster
RolePrivilege,0,default_data:123,viewsearch,adjuster
RolePrivilege,0,default_data:124,viewSensMCMdetails,adjuster
RolePrivilege,0,default_data:125,viewsnapshot,adjuster
RolePrivilege,0,default_data:126,viewsubrodetails,adjuster
RolePrivilege,0,default_data:127,viewvacation,adjuster
RolePrivilege,0,default_data:128,viewworkload,adjuster
RolePrivilege,0,default_data:129,viewworkplan,adjuster
RolePrivilege,0,default_data:130,catmanage,catastrophe_admin
RolePrivilege,0,default_data:131,catview,catastrophe_admin
RolePrivilege,0,default_data:132,usereditlang,catastrophe_admin
RolePrivilege,0,default_data:133,abcreate,claims_supervisor
RolePrivilege,0,default_data:134,abdelete,claims_supervisor
RolePrivilege,0,default_data:135,abedit,claims_supervisor
RolePrivilege,0,default_data:136,abview,claims_supervisor
RolePrivilege,0,default_data:137,abviewsearch,claims_supervisor
RolePrivilege,0,default_data:138,actcreate,claims_supervisor
RolePrivilege,0,default_data:139,actcreateclsd,claims_supervisor
RolePrivilege,0,default_data:140,acteditunowned,claims_supervisor
RolePrivilege,0,default_data:141,actmakemand,claims_supervisor
RolePrivilege,0,default_data:142,actown,claims_supervisor
RolePrivilege,0,default_data:143,actqueuenext,claims_supervisor
RolePrivilege,0,default_data:144,actqueuepick,claims_supervisor
RolePrivilege,0,default_data:145,actraown,claims_supervisor
RolePrivilege,0,default_data:146,actraunown,claims_supervisor
RolePrivilege,0,default_data:147,actreviewassign,claims_supervisor
RolePrivilege,0,default_data:148,actview,claims_supervisor
RolePrivilege,0,default_data:149,actviewallqueues,claims_supervisor
RolePrivilege,0,default_data:150,anytagcreate,claims_supervisor
RolePrivilege,0,default_data:151,anytagdelete,claims_supervisor
RolePrivilege,0,default_data:152,anytagedit,claims_supervisor
RolePrivilege,0,default_data:153,anytagview,claims_supervisor
RolePrivilege,0,default_data:154,assocmanage,claims_supervisor
RolePrivilege,0,default_data:155,assocview,claims_supervisor
RolePrivilege,0,default_data:156,bulkinvcreate,claims_supervisor
RolePrivilege,0,default_data:157,bulkinvdelete,claims_supervisor
RolePrivilege,0,default_data:158,bulkinvedit,claims_supervisor
RolePrivilege,0,default_data:159,bulkinvview,claims_supervisor
RolePrivilege,0,default_data:160,checktransfer,claims_supervisor
RolePrivilege,0,default_data:161,claimclose,claims_supervisor
RolePrivilege,0,default_data:162,claimcreate,claims_supervisor
RolePrivilege,0,default_data:163,claimedit,claims_supervisor
RolePrivilege,0,default_data:164,claimeditclsd,claims_supervisor
RolePrivilege,0,default_data:165,claimintegadmin,claims_supervisor
RolePrivilege,0,default_data:166,claimown,claims_supervisor
RolePrivilege,0,default_data:167,claimprint,claims_supervisor
RolePrivilege,0,default_data:168,claimprtsmanage,claims_supervisor
RolePrivilege,0,default_data:169,claimprtsmanclsd,claims_supervisor
RolePrivilege,0,default_data:170,claimraown,claims_supervisor
RolePrivilege,0,default_data:171,claimraunown,claims_supervisor
RolePrivilege,0,default_data:172,claimremflag,claims_supervisor
RolePrivilege,0,default_data:173,claimreopen,claims_supervisor
RolePrivilege,0,default_data:174,claimselectplcy,claims_supervisor
RolePrivilege,0,default_data:175,claimslplcyclsd,claims_supervisor
RolePrivilege,0,default_data:176,claimusermanage,claims_supervisor
RolePrivilege,0,default_data:177,claimusermanclsd,claims_supervisor
RolePrivilege,0,default_data:178,claimvalidate,claims_supervisor
RolePrivilege,0,default_data:179,claimview,claims_supervisor
RolePrivilege,0,default_data:180,claimviewpay,claims_supervisor
RolePrivilege,0,default_data:181,claimviewrec,claims_supervisor
RolePrivilege,0,default_data:182,claimviewrecres,claims_supervisor
RolePrivilege,0,default_data:183,claimviewres,claims_supervisor
RolePrivilege,0,default_data:184,ctccreate,claims_supervisor
RolePrivilege,0,default_data:185,ctcedit,claims_supervisor
RolePrivilege,0,default_data:186,ctcview,claims_supervisor
RolePrivilege,0,default_data:187,delsensdoc,claims_supervisor
RolePrivilege,0,default_data:188,doccreate,claims_supervisor
RolePrivilege,0,default_data:189,doccreateclsd,claims_supervisor
RolePrivilege,0,default_data:190,docedit,claims_supervisor
RolePrivilege,0,default_data:191,docview,claims_supervisor
RolePrivilege,0,default_data:192,editmednote,claims_supervisor
RolePrivilege,0,default_data:193,editsensdoc,claims_supervisor
RolePrivilege,0,default_data:194,editSensMCMdetails,claims_supervisor
RolePrivilege,0,default_data:195,editSensSIUdetails,claims_supervisor
RolePrivilege,0,default_data:196,editsubrodetails,claims_supervisor
RolePrivilege,0,default_data:197,evalcreate,claims_supervisor
RolePrivilege,0,default_data:198,evaledit,claims_supervisor
RolePrivilege,0,default_data:199,evaleditclsd,claims_supervisor
RolePrivilege,0,default_data:200,evalview,claims_supervisor
RolePrivilege,0,default_data:201,expclose,claims_supervisor
RolePrivilege,0,default_data:202,expcreate,claims_supervisor
RolePrivilege,0,default_data:203,expedit,claims_supervisor
RolePrivilege,0,default_data:204,expeditclsd,claims_supervisor
RolePrivilege,0,default_data:205,expown,claims_supervisor
RolePrivilege,0,default_data:206,expraown,claims_supervisor
RolePrivilege,0,default_data:207,expraunown,claims_supervisor
RolePrivilege,0,default_data:208,expreopen,claims_supervisor
RolePrivilege,0,default_data:209,expvalidate,claims_supervisor
RolePrivilege,0,default_data:210,expview,claims_supervisor
RolePrivilege,0,default_data:211,lvprint,claims_supervisor
RolePrivilege,0,default_data:212,manpaycreate,claims_supervisor
RolePrivilege,0,default_data:213,manpaydelete,claims_supervisor
RolePrivilege,0,default_data:214,manpayedit,claims_supervisor
RolePrivilege,0,default_data:215,mttrclose,claims_supervisor
RolePrivilege,0,default_data:216,mttrcreate,claims_supervisor
RolePrivilege,0,default_data:217,mttredit,claims_supervisor
RolePrivilege,0,default_data:218,mttreditclsd,claims_supervisor
RolePrivilege,0,default_data:219,mttrown,claims_supervisor
RolePrivilege,0,default_data:220,mttrraown,claims_supervisor
RolePrivilege,0,default_data:221,mttrraunown,claims_supervisor
RolePrivilege,0,default_data:222,mttrreopen,claims_supervisor
RolePrivilege,0,default_data:223,mttrview,claims_supervisor
RolePrivilege,0,default_data:224,ngtncreate,claims_supervisor
RolePrivilege,0,default_data:225,ngtnedit,claims_supervisor
RolePrivilege,0,default_data:226,ngtneditclsd,claims_supervisor
RolePrivilege,0,default_data:227,ngtnview,claims_supervisor
RolePrivilege,0,default_data:228,notecreate,claims_supervisor
RolePrivilege,0,default_data:229,notecreateclsd,claims_supervisor
RolePrivilege,0,default_data:230,notedelete,claims_supervisor
RolePrivilege,0,default_data:231,noteedit,claims_supervisor
RolePrivilege,0,default_data:232,noteeditbody,claims_supervisor
RolePrivilege,0,default_data:233,noteview,claims_supervisor
RolePrivilege,0,default_data:234,noteviewconf,claims_supervisor
RolePrivilege,0,default_data:235,paycreate,claims_supervisor
RolePrivilege,0,default_data:236,paydelete,claims_supervisor
RolePrivilege,0,default_data:237,payedit,claims_supervisor
RolePrivilege,0,default_data:238,payrecode,claims_supervisor
RolePrivilege,0,default_data:239,paystop,claims_supervisor
RolePrivilege,0,default_data:240,payvoid,claims_supervisor
RolePrivilege,0,default_data:241,plcyedit,claims_supervisor
RolePrivilege,0,default_data:242,plcymakeeditable,claims_supervisor
RolePrivilege,0,default_data:243,plcyview,claims_supervisor
RolePrivilege,0,default_data:244,reccreate,claims_supervisor
RolePrivilege,0,default_data:245,recdelete,claims_supervisor
RolePrivilege,0,default_data:246,recedit,claims_supervisor
RolePrivilege,0,default_data:247,recrescreate,claims_supervisor
RolePrivilege,0,default_data:248,recresdelete,claims_supervisor
RolePrivilege,0,default_data:249,recresedit,claims_supervisor
RolePrivilege,0,default_data:250,recvoid,claims_supervisor
RolePrivilege,0,default_data:251,report_user,claims_supervisor
RolePrivilege,0,default_data:252,reporting_view,claims_supervisor
RolePrivilege,0,default_data:253,rescreate,claims_supervisor
RolePrivilege,0,default_data:254,resdelete,claims_supervisor
RolePrivilege,0,default_data:255,resedit,claims_supervisor
RolePrivilege,0,default_data:256,reviewcreate,claims_supervisor
RolePrivilege,0,default_data:257,reviewdeletecompleted,claims_supervisor
RolePrivilege,0,default_data:258,reviewdeleteincomplete,claims_supervisor
RolePrivilege,0,default_data:259,reviewedit,claims_supervisor
RolePrivilege,0,default_data:260,reviewviewdetail,claims_supervisor
RolePrivilege,0,default_data:261,reviewviewlist,claims_supervisor
RolePrivilege,0,default_data:262,sendemail,claims_supervisor
RolePrivilege,0,default_data:263,StorageUpdate,claims_supervisor
RolePrivilege,0,default_data:264,usereditlang,claims_supervisor
RolePrivilege,0,default_data:265,userviewall,claims_supervisor
RolePrivilege,0,default_data:266,viewactcal,claims_supervisor
RolePrivilege,0,default_data:267,viewassociations,claims_supervisor
RolePrivilege,0,default_data:268,viewclaimbasics,claims_supervisor
RolePrivilege,0,default_data:269,viewclaimevals,claims_supervisor
RolePrivilege,0,default_data:270,viewclaimhistory,claims_supervisor
RolePrivilege,0,default_data:271,viewclaimngtns,claims_supervisor
RolePrivilege,0,default_data:272,viewclaimnotes,claims_supervisor
RolePrivilege,0,default_data:273,viewclaimparties,claims_supervisor
RolePrivilege,0,default_data:274,viewclaimsummary,claims_supervisor
RolePrivilege,0,default_data:275,viewclaimsync,claims_supervisor
RolePrivilege,0,default_data:276,viewdesktop,claims_supervisor
RolePrivilege,0,default_data:277,viewdocs,claims_supervisor
RolePrivilege,0,default_data:278,viewexposures,claims_supervisor
RolePrivilege,0,default_data:279,viewfinsum,claims_supervisor
RolePrivilege,0,default_data:280,viewmatters,claims_supervisor
RolePrivilege,0,default_data:281,viewmednote,claims_supervisor
RolePrivilege,0,default_data:282,viewpolicy,claims_supervisor
RolePrivilege,0,default_data:283,viewsearch,claims_supervisor
RolePrivilege,0,default_data:284,viewsensdoc,claims_supervisor
RolePrivilege,0,default_data:285,viewSensMCMdetails,claims_supervisor
RolePrivilege,0,default_data:286,viewSensSIUdetails,claims_supervisor
RolePrivilege,0,default_data:287,viewsnapshot,claims_supervisor
RolePrivilege,0,default_data:288,viewsubrodetails,claims_supervisor
RolePrivilege,0,default_data:289,viewsupcalendar,claims_supervisor
RolePrivilege,0,default_data:290,viewteam,claims_supervisor
RolePrivilege,0,default_data:291,viewvacation,claims_supervisor
RolePrivilege,0,default_data:292,viewworkload,claims_supervisor
RolePrivilege,0,default_data:293,viewworkplan,claims_supervisor
RolePrivilege,0,default_data:294,abview,clerical
RolePrivilege,0,default_data:295,abviewsearch,clerical
RolePrivilege,0,default_data:296,actcreate,clerical
RolePrivilege,0,default_data:297,actown,clerical
RolePrivilege,0,default_data:298,actqueuenext,clerical
RolePrivilege,0,default_data:299,actraown,clerical
RolePrivilege,0,default_data:300,actraunown,clerical
RolePrivilege,0,default_data:301,actreviewassign,clerical
RolePrivilege,0,default_data:302,actview,clerical
RolePrivilege,0,default_data:303,anytagview,clerical
RolePrivilege,0,default_data:304,assocmanage,clerical
RolePrivilege,0,default_data:305,assocview,clerical
RolePrivilege,0,default_data:306,bulkinvcreate,clerical
RolePrivilege,0,default_data:307,bulkinvdelete,clerical
RolePrivilege,0,default_data:308,bulkinvedit,clerical
RolePrivilege,0,default_data:309,bulkinvview,clerical
RolePrivilege,0,default_data:310,checktransfer,clerical
RolePrivilege,0,default_data:311,claimclose,clerical
RolePrivilege,0,default_data:312,claimcreate,clerical
RolePrivilege,0,default_data:313,claimedit,clerical
RolePrivilege,0,default_data:314,claimintegadmin,clerical
RolePrivilege,0,default_data:315,claimprint,clerical
RolePrivilege,0,default_data:316,claimprtsmanage,clerical
RolePrivilege,0,default_data:317,claimraown,clerical
RolePrivilege,0,default_data:318,claimraunown,clerical
RolePrivilege,0,default_data:319,claimreopen,clerical
RolePrivilege,0,default_data:320,claimselectplcy,clerical
RolePrivilege,0,default_data:321,claimusermanage,clerical
RolePrivilege,0,default_data:322,claimvalidate,clerical
RolePrivilege,0,default_data:323,claimview,clerical
RolePrivilege,0,default_data:324,claimviewpay,clerical
RolePrivilege,0,default_data:325,claimviewrec,clerical
RolePrivilege,0,default_data:326,claimviewrecres,clerical
RolePrivilege,0,default_data:327,claimviewres,clerical
RolePrivilege,0,default_data:328,ctccreate,clerical
RolePrivilege,0,default_data:329,ctcedit,clerical
RolePrivilege,0,default_data:330,ctcview,clerical
RolePrivilege,0,default_data:331,doccreate,clerical
RolePrivilege,0,default_data:332,docedit,clerical
RolePrivilege,0,default_data:333,docview,clerical
RolePrivilege,0,default_data:334,evalcreate,clerical
RolePrivilege,0,default_data:335,evaledit,clerical
RolePrivilege,0,default_data:336,evalview,clerical
RolePrivilege,0,default_data:337,expclose,clerical
RolePrivilege,0,default_data:338,expcreate,clerical
RolePrivilege,0,default_data:339,expedit,clerical
RolePrivilege,0,default_data:340,expraown,clerical
RolePrivilege,0,default_data:341,expraunown,clerical
RolePrivilege,0,default_data:342,expreopen,clerical
RolePrivilege,0,default_data:343,expvalidate,clerical
RolePrivilege,0,default_data:344,expview,clerical
RolePrivilege,0,default_data:345,manpaycreate,clerical
RolePrivilege,0,default_data:346,manpaydelete,clerical
RolePrivilege,0,default_data:347,manpayedit,clerical
RolePrivilege,0,default_data:348,mttrclose,clerical
RolePrivilege,0,default_data:349,mttrcreate,clerical
RolePrivilege,0,default_data:350,mttredit,clerical
RolePrivilege,0,default_data:351,mttrraown,clerical
RolePrivilege,0,default_data:352,mttrraunown,clerical
RolePrivilege,0,default_data:353,mttrreopen,clerical
RolePrivilege,0,default_data:354,mttrview,clerical
RolePrivilege,0,default_data:355,ngtncreate,clerical
RolePrivilege,0,default_data:356,ngtnedit,clerical
RolePrivilege,0,default_data:357,ngtnview,clerical
RolePrivilege,0,default_data:358,notecreate,clerical
RolePrivilege,0,default_data:359,noteedit,clerical
RolePrivilege,0,default_data:360,noteview,clerical
RolePrivilege,0,default_data:361,paycreate,clerical
RolePrivilege,0,default_data:362,paydelete,clerical
RolePrivilege,0,default_data:363,payedit,clerical
RolePrivilege,0,default_data:364,payrecode,clerical
RolePrivilege,0,default_data:365,paystop,clerical
RolePrivilege,0,default_data:366,payvoid,clerical
RolePrivilege,0,default_data:367,plcyedit,clerical
RolePrivilege,0,default_data:368,plcymakeeditable,clerical
RolePrivilege,0,default_data:369,plcyview,clerical
RolePrivilege,0,default_data:370,reccreate,clerical
RolePrivilege,0,default_data:371,recdelete,clerical
RolePrivilege,0,default_data:372,recedit,clerical
RolePrivilege,0,default_data:373,recrescreate,clerical
RolePrivilege,0,default_data:374,recresdelete,clerical
RolePrivilege,0,default_data:375,recresedit,clerical
RolePrivilege,0,default_data:376,recvoid,clerical
RolePrivilege,0,default_data:377,rescreate,clerical
RolePrivilege,0,default_data:378,resdelete,clerical
RolePrivilege,0,default_data:379,resedit,clerical
RolePrivilege,0,default_data:380,sendemail,clerical
RolePrivilege,0,default_data:381,usereditlang,clerical
RolePrivilege,0,default_data:383,viewassociations,clerical
RolePrivilege,0,default_data:384,viewclaimbasics,clerical
RolePrivilege,0,default_data:385,viewclaimevals,clerical
RolePrivilege,0,default_data:386,viewclaimngtns,clerical
RolePrivilege,0,default_data:387,viewclaimnotes,clerical
RolePrivilege,0,default_data:388,viewclaimparties,clerical
RolePrivilege,0,default_data:389,viewclaimsummary,clerical
RolePrivilege,0,default_data:390,viewclaimsync,clerical
RolePrivilege,0,default_data:391,viewdesktop,clerical
RolePrivilege,0,default_data:392,viewdocs,clerical
RolePrivilege,0,default_data:393,viewexposures,clerical
RolePrivilege,0,default_data:394,viewfinsum,clerical
RolePrivilege,0,default_data:395,viewmatters,clerical
RolePrivilege,0,default_data:396,viewpolicy,clerical
RolePrivilege,0,default_data:397,viewsearch,clerical
RolePrivilege,0,default_data:398,viewsnapshot,clerical
RolePrivilege,0,default_data:399,viewsubrodetails,clerical
RolePrivilege,0,default_data:400,viewvacation,clerical
RolePrivilege,0,default_data:401,viewworkplan,clerical
RolePrivilege,0,default_data:402,abview,customer_service_rep
RolePrivilege,0,default_data:403,abviewsearch,customer_service_rep
RolePrivilege,0,default_data:404,actcreate,customer_service_rep
RolePrivilege,0,default_data:405,actraown,customer_service_rep
RolePrivilege,0,default_data:406,actraunown,customer_service_rep
RolePrivilege,0,default_data:407,actview,customer_service_rep
RolePrivilege,0,default_data:408,anytagview,customer_service_rep
RolePrivilege,0,default_data:409,assocview,customer_service_rep
RolePrivilege,0,default_data:410,bulkinvcreate,customer_service_rep
RolePrivilege,0,default_data:411,bulkinvdelete,customer_service_rep
RolePrivilege,0,default_data:412,bulkinvedit,customer_service_rep
RolePrivilege,0,default_data:413,bulkinvview,customer_service_rep
RolePrivilege,0,default_data:414,claimcreate,customer_service_rep
RolePrivilege,0,default_data:415,claimraown,customer_service_rep
RolePrivilege,0,default_data:416,claimraunown,customer_service_rep
RolePrivilege,0,default_data:417,claimview,customer_service_rep
RolePrivilege,0,default_data:418,claimviewpay,customer_service_rep
RolePrivilege,0,default_data:419,claimviewrec,customer_service_rep
RolePrivilege,0,default_data:420,claimviewrecres,customer_service_rep
RolePrivilege,0,default_data:421,claimviewres,customer_service_rep
RolePrivilege,0,default_data:422,ctccreate,customer_service_rep
RolePrivilege,0,default_data:423,ctcedit,customer_service_rep
RolePrivilege,0,default_data:424,ctcview,customer_service_rep
RolePrivilege,0,default_data:425,doccreate,customer_service_rep
RolePrivilege,0,default_data:426,docedit,customer_service_rep
RolePrivilege,0,default_data:427,docview,customer_service_rep
RolePrivilege,0,default_data:428,evalview,customer_service_rep
RolePrivilege,0,default_data:429,expcreate,customer_service_rep
RolePrivilege,0,default_data:430,expraown,customer_service_rep
RolePrivilege,0,default_data:431,expraunown,customer_service_rep
RolePrivilege,0,default_data:432,expvalidate,customer_service_rep
RolePrivilege,0,default_data:433,expview,customer_service_rep
RolePrivilege,0,default_data:434,mttrraown,customer_service_rep
RolePrivilege,0,default_data:435,mttrraunown,customer_service_rep
RolePrivilege,0,default_data:436,mttrview,customer_service_rep
RolePrivilege,0,default_data:437,ngtnview,customer_service_rep
RolePrivilege,0,default_data:438,notecreate,customer_service_rep
RolePrivilege,0,default_data:439,noteedit,customer_service_rep
RolePrivilege,0,default_data:440,noteview,customer_service_rep
RolePrivilege,0,default_data:441,sendemail,customer_service_rep
RolePrivilege,0,default_data:442,usereditlang,customer_service_rep
RolePrivilege,0,default_data:443,viewassociations,customer_service_rep
RolePrivilege,0,default_data:444,viewclaimbasics,customer_service_rep
RolePrivilege,0,default_data:445,viewclaimevals,customer_service_rep
RolePrivilege,0,default_data:446,viewclaimngtns,customer_service_rep
RolePrivilege,0,default_data:447,viewclaimnotes,customer_service_rep
RolePrivilege,0,default_data:448,viewclaimparties,customer_service_rep
RolePrivilege,0,default_data:449,viewclaimsummary,customer_service_rep
RolePrivilege,0,default_data:450,viewexposures,customer_service_rep
RolePrivilege,0,default_data:451,viewfinsum,customer_service_rep
RolePrivilege,0,default_data:452,viewmatters,customer_service_rep
RolePrivilege,0,default_data:453,viewsearch,customer_service_rep
RolePrivilege,0,default_data:454,viewsnapshot,customer_service_rep
RolePrivilege,0,default_data:455,abview,integration_admin
RolePrivilege,0,default_data:456,abviewsearch,integration_admin
RolePrivilege,0,default_data:457,actview,integration_admin
RolePrivilege,0,default_data:458,anytagview,integration_admin
RolePrivilege,0,default_data:459,assocview,integration_admin
RolePrivilege,0,default_data:460,claimview,integration_admin
RolePrivilege,0,default_data:461,claimviewpay,integration_admin
RolePrivilege,0,default_data:462,claimviewrec,integration_admin
RolePrivilege,0,default_data:463,claimviewrecres,integration_admin
RolePrivilege,0,default_data:464,claimviewres,integration_admin
RolePrivilege,0,default_data:465,ctcview,integration_admin
RolePrivilege,0,default_data:466,docedit,integration_admin
